영문공항명,한글공항명,공항코드1(IATA),한글국가명
Lubang Airport,루방 공항,LBX,필리핀
Lubango Mukanka Airport,루방고 무칸카 공항,SDD,앙골라
Lubbock Preston Smith International Airport,러벅 프레스턴 스미스 국제 공항,LBB,미국
Lublin Airport,루블린 공항,LUZ,폴란드
Lubumbashi International Airport,루붐바시 국제공항,FBM,콩고 민주공화국
Luena Airport,루에나 공항,LUO,앙골라
Lugano Airport,루가노 공항,LUG,스위스
Luhansk International Airport,루한스크 국제공항,VSG,우크라이나
Luis Munoz MarIn International Airport,루이스 무뇨스 마린 국제공항,SJU,푸에르토리코
Luiz dal Canalle Filho Airport,루이스 달 카날레 필류 공항,TOW,브라질
Lulea Airport,룰레오 공항,LLA,스웨덴
Lungi International Airport,룽기 국제공항,FNA,시에라리온
Luoyang Beijiao Airport,뤄양 베이자오 공항,LYA,중국
Luozi Airport,뤄쯔 공항,LZI,콩고 민주공화국
Lusambo Airport,루삼보 공항,LBO,콩고 민주공화국
Lusanga Airport,루상가 공항,LUS,콩고 민주공화국
Luton Airport,루턴 공항,LTN,영국
Lutselke Airport,루체케 공항,YSG,캐나다
Lutsk Airport,루츠크 공항,UCK,우크라이나
Luxembourg Findel Airport,룩셈부르크 핀델 공항,LUX,룩셈부르크
Luxor International Airport,룩소르 국제 공항,LXR,이집트
Luzhou Yunlong Airport,루저우 윈룽 공항,n/a,중국
Lviv Danylo Halytskyi International Airport,리비우 다닐로 할리츠키 국제공항,LWO,우크라이나
Lyall Harbour Seaplane Base,라이얼 하버 수상비행기 기지,YAJ,캐나다
Lycksele Airport,릭셀레 공항,LYC,스웨덴
Lydd Airport,리드 국제공항,LYX,영국
Lynchburg Regional Airport,린치버그 리저널 공항,LYH,미국
Lynden Pindling International Airport,린든 핀들링 국제 공항,NAS,바하마
Lynn Lake Airport,린 레이크 공항,YYL,캐나다
Lyon Bron Airport,리옹 브론 공항,LYN,프랑스
Lyon Saint Exupery Airport,리옹 생텍쥐페리 공항,LYS,프랑스
Lyudao Airport,류다오 공항,GNI,대만
M. R. stefanik Airport,브라티슬라바 공항,BTS,슬로바키아
Maafaru International Airport,마파루 국제공항,NMF,몰디브
Maasin Panan-awan Airport,마신 파난-아완 공항,n/a,필리핀
Maastricht Aachen Airport,마스트리흐트 아헨 공항,MST,네덜란드
Maavarulu Airport,마바룰루 공항,RUL,몰디브
Mabuiag Island Airport,마부이악 아일랜드 공항,UBB,오스트레일리아
Macagua Airport,마카과 공항,SFX,베네수엘라
Macau International Airport,마카오 국제 공항,MFM,마카오
Mackay Airport,맥케이 공항,MKY,오스트레일리아
Mactan Cebu International Airport,막탄 세부 국제공항,CEB,필리핀
Madang Airport,마당공항,MAG,파푸아뉴기니
Madeira Airport,마데이라 공항,FNC,포르투갈
Madivaru Airport,마디바루 공항,LMV,몰디브
Madrid Cuatro Vientos Airport,마드리드 쿠아트로 비엔토스 공항,n/a,스페인
Madrid Torrejon Airport,마드리드 토레혼 공항,TOJ,스페인
Madurai Airport,마두라이 공항,IXM,인도
Mae Hong Son Airport,매홍손 공항,HGN,태국
Mae Sot Airport,매솟 공항,MAQ,태국
Maestro Marinho Franco Airport,마에스트로 마리뉴 프랑코 에어포트 ,ROO,브라질
Maewo Naone Airport,매워 나오네 공항,MWF,바누아투
Mafeteng Airport,마페텡 공항,MFC,레소토
Mafia Airport,마피아 공항,MFA,탄자니아
Magan Airport,마간 공항,GYG,러시아
Magas Airport,마가스 공항,IGT,러시아
Magdeburg Cochstedt Airport,마그데부르크 코흐슈테트 공항,CSO,독일
Magic Valley Regional Airport,매직 밸리 지역 공항,TWF,미국
Magnitogorsk International Airport,마그니토고르스크 국제 공항,MQF,러시아
Magong Airport,마공 공항,MZG,대만
Magway Airport,마그웨이 공항,MWQ,미얀마
Maharana Pratap Airport,마하라나 프라탑 공항,UDR,인도
Mahikeng Airport,마히켕 공항,MBD,남아프리카
Mahshahr Airport,마흐샤르 공항,MRX,이란
Maiana Airport,마이아나 공항,MNK,키리바시
Maicao La Majayura Airport,마이카오 라 마자유라 공항,n/a,콜롬비아
Maiduguri International Airport,마이두구리 국제공항,MIU,나이지리아
Maimun Saleh Airport,마이문 살레 공항,SBG,인도네시아
Maintirano Airport,마인티라노 공항,MXT,마다가스카르
Maio Airport,마이오 공항,MMO,카보베르데
Majkin Airport,메이킨 공항,MJE,마샬 군도
Major Brigadeiro Trompowsky Airport,메이저 브리가데이로 트롬포프스키 공항,VAG,브라질
Makemo Airport,마케모 공항,MKP,프랑스령 폴리네시아
Makin Airport,마킨 공항,MTK,키리바시
Makkovik Airport,마코빅 공항,YMN,캐나다
Maku International Airport,마쿠 국제 공항,IMQ,이란
Makurdi Airport,마쿠르디 공항,MDI,나이지리아
Malabo International Airport,말라보 국제공항,SSG,적도 기니
Malacca International Airport,말라카 국제 공항,MKZ,말레이시아
Malaga Airport,말라가 공항,AGP,스페인
Malaita Manaoba Island Baenalu Airport,마나오바섬 바에날루 공항,MHM,솔로몬 제도
Malakal Airport,말라칼 공항,MAK,수단
Malanje Airport,말란제 공항,MEG,앙골라
Malatya Erhac Airport,말라티아 에르학 공항,MLX,터키
Malda Airport,말다 공항,LDA,인도
Malekoula Airport,말레쿨라 공항,LPM,바누아투
Maleo Airport,말레오 공항,MOH,인도네시아
Malikus Saleh Airport,말리쿠스 살레 공항,LSW,인도네시아
Malinau Robert Atty Bessing Airport,말리나우 로버트 애티 베싱 공항,LNU,인도네시아
Malindi Airport,말린디 공항,MYD,케냐
Mallam Aminu Kano International Airport,말람 아미누 카노 국제공항,KAN,나이지리아
Malm Airport,말뫼 공항,MMX,스웨덴
Maloelap Airport,말로엘랍 공항,MAV,마샬 군도
Malolo Lailai Airport,말롤로 라이라이 공항,PTF,피지
Malta Airport,몰타 공항,MLK,미국
Malta International Airport,몰타 국제 공항,MLA,몰타
Mamburao Airport,맘부라오 공항,MBO,필리핀
Mamitupu Airport,마미투푸 공항,MPI,파나마
Mammoth Yosemite Airport,맘모스 요세미티 공항,MMH,미국
Man Airport,맨 공항,MJC,코트디부아르
Man Maya Airport,만 마야 공항,n/a,네팔
Mana Island Airport,마나 아일랜드 공항,MNF,피지
Mananara Nord Airport,마나나라 노르드 공항,WMR,마다가스카르
Mananjary Airport,마난자리 공항,MNJ,마다가스카르
Manas International Airport,마나스 국제 공항,FRU,키르기스스탄
Manassas Regional Airport,매너서스 지역공항,MNZ,미국
Manaung Airport,마나웅 공항,MGU,미얀마
Manchester Airport,맨체스터 공항,MAN,영국
Manchester Boston Regional Airport,맨체스터 보스턴 공항,MHT,미국
Manda Airport,만다 공항,LAU,케냐
Mandalay International Airport,만달레이 국제 공항,MDL,미얀마
Mandera Airport,만데라 공항,NDE,케냐
Mandinga Airport,만딩가 공항,COG,콜롬비아
Mangaia Airport,망가이아 공항,MGS,쿡 군도
Mangalore Airport,망갈로르 공항,IXE,인도
Manhattan Regional Airport,맨해튼 공항,MHK,미국
Manhuacu Elias Breder Airport,마누아쿠 엘리아스 브레더 공항,JMA,브라질
Manicore Airport,마니코레 공항,MNX,브라질
Maniitsoq Airport,마니초크 공항,JSU,그린란드
Maningrida Airport,마닝리다 공항,MNG,오스트레일리아
Manistee County Blacker Airport,매니스티 카운티 블래커 공항,MBL,미국
Manitowoc County Airport,매니토웍 카운티 공항,MTW,미국
Manja Airport,만자 공항,MJA,마다가스카르
Mankato Regional Airport,맨케이토 지역 공항,MKT,미국
Manley Hot Springs Airport,맨리 핫 스프링스 공항,MLY,미국
Mannheim City Airport,만하임 시티 공항,MHG,독일
Mano Dayak International Airport,마노 다약 국제 공항,AJY,니제르
Manohar International Airport,마노하르 국제 공항,GOX,인도
Manokotak Airport,마노코탁 공항,KMO,미국
Manono Airport,마노노 공항,MNO,콩고 민주공화국
Mansa Airport,만사 공항,MNS,잠비아
MansFieldLahm Regional Airport,맨스필드 람 공항,MFD,미국
Mansons Landing Water Aerodrome,맨슨스 상륙 수상 비행장,YMU,캐나다
Manuel Carlos Piar Guayana Airport,마누엘 카를로스 피아르 과야나 공항,PZO,베네수엘라
Manuel Crescencio Rejon International Airport,마누엘 크레센시오 레혼 국제 공항,MID,멕시코
Manuel Marquez de Leon International Airport,마누엘 마르케스 데 레온 국제 공항,LAP,멕시코
Manuel Prado Ugarteche Airport,마누엘 프라도 우가르테체 공항,MZA,페루
Manzhouli Xijiao Airport,만주리 시자오 공항,NZH,중국
Maota Airport,마오타 공항,MXS,사모아
Maple Bay Seaplane Base,메이플 베이 수상 비행기 기지,YAQ,캐나다
Maprik Hayfield Airport,마프리크 헤이필드 공항,n/a,파푸아뉴기니
Maputo International Airport,마푸토 국제 공항,MPM,모잠비크
Mara North Airport,마라노스 공항,HKR,케냐
Mara Serena Airport,마라 세레나 공항,MRE,케냐
Maradi Airport,마라디 공항,MFQ,니제르
Marakei Airport,마라케이 공항,MZK,키리바시
Maratua Island Airport,마라투아섬 공항,n/a,인도네시아
Marau Airport,마라우 공항,RUS,솔로몬 제도
Mardin Airport,마르딘 공항,MQM,터키
Mare Airport,마레 공항,MEE,뉴칼레도니아
Marechal Cunha Machado International Airport,마레찰 쿠냐 마차도 국제공항,SLZ,브라질
Marechal Rondon International Airport,마레샬 론돈 국제공항,CGB,브라질
Mareeba Airfield,마레바 비행장,MRG,오스트레일리아
Margaret Ekpo International Airport,마가렛 에크포 국제공항,CBQ,나이지리아
Margate Airport,마게이트 공항,MGH,남아프리카
Maria Dolores Airport,마리아 돌로레스 공항,LSQ,칠레
MarIa Montez International Airport,마리아 몬테스 국제 공항,BRX,도미니카공화국
Maria Reiche Neuman Airport,마리아 라이헤 노이만 공항,n/a,페루
Mariana Grajales Airport,마리아나 그라할레스 공항,GAO,쿠바
Maribor Edvard Rusjan Airport,마리보르 에드바르드 루잔 공항,MBX,슬로베니아
Mariehamn Airport,마리에함 공항,MHQ,핀란드
Marina di Campo Airport,마리나 디 캄포 공항,EBA,이탈리아
Marinda Airport,마린다 공항,RJM,인도네시아
Marinduque Airport,마린두케 공항,MRQ,필리핀
Marine Corps Air Station Iwakuni,해병대 비행장 이와쿠니,IWK,일본
Mario de Almeida Franco Airport,마리오 데 알메이다 프랑코 공항,UBA,브라질
Mario Pereira Lopes Airport,마리오 페레이라 로페스 공항,QSC,브라질
Marion Municipal Airport,매리언 공항,MNN,미국
Mariscal Lamar International Airport,마리스칼 라마르 국제공항,CUE,에콰도르
Mariscal Sucre Airport,마리스칼 수크레 공항,MYC,베네수엘라
Mariscal Sucre International Airport,마리스칼 수크레 국제 공항,UIO,에콰도르
Mariupol International Airport,마리우폴 국제 공항,MPW,우크라이나
Markovo Airport,마르코보 공항,KVM,러시아
Marmul Airport,마르물 공항,OMM,오만
Maroantsetra Airport,마로안세트라 공항,WMN,마다가스카르
Marrakesh Menara Airport,마라케시 메나라 공항,RAK,모로코
Marsa Alam International Airport,마르사 알람 국제 공항,RMF,이집트
Marsa Matruh International Airport,마르사 마트루 국제공항,MUH,이집트
Marseille Provence Airport,마르세유 프로방스 공항,MRS,프랑스
Marsh Harbour Airport,마시 하버 공항,MHH,바하마
Marshall Don Hunter Sr. Airport,마샬 돈 헌터 시니어 공항,MLL,미국
Marshall Islands International Airport,마셜 제도 국제공항,MAJ,마샬 군도
Martha's Vineyard Airport,마사스 빈야드 공항,MVY,미국
MartIn Miguel de Gemes International Airport,마르틴 미겔 데 구에메스 국제 공항,SLA,아르헨티나
Martin State Airport,마틴 스테이트 공항,MTN,미국
Martinique Aime Cesaire International Airport,마르티니크 에메 세자르 국제 공항,FDF,마르티니크
Marudi Airport,마루디 공항,MUR,말레이시아
Mary International Airport,메리 국제 공항,MYP,투르크메니스탄
Mary's Harbour Airport,메리스 하버 공항,YMH,캐나다
Mashhad International Airport,마슈하드 국제공항,MHD,이란
Mason City Municipal Airport,메이슨 시티 공항,MCW,미국
Massawa International Airport,마사와 국제 공항,MSW,에리트레아
Massena International Airport,마세나 국제공항,MSS,미국
Masset Airport,마세트 공항,ZMT,캐나다
Matadi Tshimpi Airport,마타디 침피 공항,MAT,콩고 민주공화국
Matahora Airport,마타호라 공항,WNI,인도네시아
Mataiva Airport,마타이바 공항,MVT,프랑스령 폴리네시아
Matak Airport,마탁 공항,MWK,인도네시아
Matari Airport,마타리 공항,IRP,콩고 민주공화국
Mataveri International Airport,마타베리 국제공항,IPC,칠레
Matecana International Airport,마테카냐 국제공항,PEI,콜롬비아
Matei Airport,마테이 공항,TVU,피지
Mati Airport,마티 공항,MXI,필리핀
Matsapha Airport,매츠파 공항,MTS,에스와티니
Matsu Beigan Airport,마쓰베이간 공항,MFK,대만
Matsu Nangan Airport,마쓰 난간 공항,LZN,대만
Matsumoto Airport,마츠모토 공항,MMJ,일본
Matsuyama Airport,마쓰야마 공항,MYJ,일본
Mattala Rajapaksa International Airport,마탈라 라자팍사 국제공항,HRI,스리랑카
Matthew Spain Airport,매튜 스페인 공항,SQS,벨리즈
Mau Hau Airport,마우하우 공항,WGP,인도네시아
Mauke Airport,마우케 공항,MUK,쿡 군도
Maun Airport,마운 공항,MUB,보츠와나
Maupiti Airport,마우피티 공항,MAU,프랑스령 폴리네시아
Maurice Bishop International Airport,모리스 비숍 국제 공항,GND,그라나다
Mawella Lagoon Seaplane Base,마웰라 라군 수상비행기 기지,DIW,스리랑카
Mawlamyaing Airport,마울라먀잉 공항,MNU,미얀마
Maya Maya Airport,마야 마야 공항,BZV,콩고
Mayaguana Airport,마야과나 공항,MYG,바하마
Maymana Airport,마이마나 공항,MMZ,아프가니스탄
Mayne Island Water Aerodrome,메이네 아일랜드 수상비행장,YAV,캐나다
Mayo Airport,메이요 공항,YMA,캐나다
Mayor Buenaventura Vivas Airport,시장 부에나벤투라 비바스 공항,STD,베네수엘라
Mayor General FAP Armando Revoredo Iglesias Airport,메이저 제네랄 FAP 아르만도 로베레도 이글레시아스 공항,CJA,페루
Mazamari Airport,마자마리 공항,n/a,페루
Mazar e Sharif International Airport,마자르에 샤리프 국제공항,MZR,아프가니스탄
Mbala Airport,음발라 공항,MMQ,잠비아
Mbandaka Airport,음반다카 공항,MDK,콩고 민주공화국
Mbanza Congo Airport,음반자 콩고 공항,SSY,앙골라
Mbeya Airport,음베야 공항,MBI,탄자니아
Mbeya Songwe Airport,음베야 송웨 공항,n/a,탄자니아
MBS International Airport,MBS 국제공항,MBS,미국
Mbuji Mayi Airport,음부지 마이 공항,MJM,콩고 민주공화국
McAllen Miller International Airport,매캘런 밀러 국제 공항,MFE,미국
McArthur River Mine Airport,맥아더 리버 마인 공항,MCV,오스트레일리아
McChord Field,맥코드 필드,TCM,미국
McClellan Palomar Airport,매클렐런 팔로마 공항,CLD,미국
McCook Ben Nelson Regional Airport,맥쿡 벤 넬슨 공항,MCK,미국
McGhee Tyson Airport,맥기 타이슨 공항,TYS,미국
McGrath Airport,맥그래스 공항,MCG,미국
McGuire Air Force Base,맥과이어 공군기지,WRI,미국
McKellar Sipes Regional Airport,맥켈러 사이프스 공항,MKL,미국
McKinney National Airport,매키니 국립공항,n/a,미국
McNary Field,맥네리 필드,SLE,미국
Meadows FieldAirport,메도우즈 필드 공항,BFL,미국
Mecheria Airport,메체리아 공항,MZW,알제리
Medan Polonia Airport,메단 폴로니아 공항,MES,인도네시아
Medicine Hat Airport,메디신햇 공항,YXH,캐나다
Medina Airport,메디나 공항,MND,콜롬비아
Meekatharra Airport,미카타라 공항,MKR,오스트레일리아
Meerut Bheem Rao Ambedkar Airport,미루트 비헴 라오 암베드카르 공항,n/a,인도
